stock_code,Average MAPE of val data_set,Average MAPE of test data_set,Iteration_number,Training data_set size,Validation data_set size,testing data_set size,model_name,(data with sma5, ema5, ema20, ema50, ema_20_50_gc)
000001.SZ,19.101614665985107,94.24328804016113,10,3497,749,750,simple_stacked_lstm_stock_1
000002.SZ,4.377206969261169,4.4533567190170285,10,3497,749,750,simple_stacked_lstm_stock_1
000008.SZ,15.383229732513428,8.146481728553772,10,3405,730,730,simple_stacked_lstm_stock_1
000001.SZ,43.858889770507815,45.51670665740967,10,3497,999,500,simple_stacked_lstm_stock_1
000002.SZ,4.015492558479309,4.286637246608734,10,3497,999,500,simple_stacked_lstm_stock_1
000008.SZ,17.1207124710083,11.913241529464722,10,3405,973,487,simple_stacked_lstm_stock_1
000009.SZ,18.728839588165282,27.879831504821777,10,3497,999,500,simple_stacked_lstm_stock_1
000027.SZ,3.720398211479187,29.768673515319826,10,3497,999,500,simple_stacked_lstm_stock_1
000039.SZ,39.73164806365967,52.106204414367674,10,3497,999,500,simple_stacked_lstm_stock_1
000046.SZ,46.901301097869876,5.101534509658814,10,3497,999,500,simple_stacked_lstm_stock_1
000060.SZ,27.6432861328125,4.795263266563415,10,3497,999,500,simple_stacked_lstm_stock_1
000061.SZ,41.529055786132815,3.465516817569733,10,3471,992,496,simple_stacked_lstm_stock_1
000063.SZ,9.303211164474487,14.353665542602538,10,3497,999,500,simple_stacked_lstm_stock_1
000066.SZ,43.24175577163696,10.013060665130615,10,3455,987,494,simple_stacked_lstm_stock_1
000069.SZ,4.64598149061203,4.552320837974548,10,3497,999,500,simple_stacked_lstm_stock_1
000100.SZ,18.134370517730712,3.6718955278396606,10,2912,831,417,simple_stacked_lstm_stock_1
000156.SZ,3.7628767251968385,2.4259199798107147,10,2422,691,347,simple_stacked_lstm_stock_1
000157.SZ,2.5523541867733,9.624211883544922,10,3497,999,500,simple_stacked_lstm_stock_1
000166.SZ,5.303641152381897,2.94806107878685,10,1269,362,182,simple_stacked_lstm_stock_1
000301.SZ,48.625135040283205,16.060417270660402,10,3461,989,495,simple_stacked_lstm_stock_1
000333.SZ,10.354332447052002,5.784250164031983,10,1476,422,211,simple_stacked_lstm_stock_1
000338.SZ,3.027393436431885,4.655937850475311,10,2564,732,367,simple_stacked_lstm_stock_1
000400.SZ,58.99965553283691,24.82141284942627,10,3479,994,497,simple_stacked_lstm_stock_1
