stock_code,Average MAPE of val data_set,Average MAPE of test data_set,Iteration_number,Training data_set size,Validation data_set size,testing data_set size,model_name,(data with sma5, ema5, ema20, ema50, ema_20_50_gc)
000001.SZ,46.66077136993408,34.824348831176756,10,3497,999,500,simple_stacked_lstm_stock_1
000002.SZ,4.413805770874023,5.271612763404846,10,3497,999,500,simple_stacked_lstm_stock_1
000008.SZ,9.721696710586547,10.080448341369628,10,3405,973,487,simple_stacked_lstm_stock_1
000009.SZ,20.874294090270997,29.302892875671386,10,3497,999,500,simple_stacked_lstm_stock_1
000027.SZ,4.1444771647453305,31.90896987915039,10,3497,999,500,simple_stacked_lstm_stock_1
000039.SZ,39.05798225402832,42.95299854278564,10,3497,999,500,simple_stacked_lstm_stock_1
000046.SZ,49.611728477478025,2.0465758562088014,10,3497,999,500,simple_stacked_lstm_stock_1
000060.SZ,33.098687934875485,3.331989985704422,10,3497,999,500,simple_stacked_lstm_stock_1
000061.SZ,47.037400817871095,4.140489655733108,10,3471,992,496,simple_stacked_lstm_stock_1
000063.SZ,8.764749336242676,12.935829544067383,10,3497,999,500,simple_stacked_lstm_stock_1
000066.SZ,22.887777233123778,6.145967054367065,10,3455,987,494,simple_stacked_lstm_stock_1
000069.SZ,4.173042106628418,4.1912042737007145,10,3497,999,500,simple_stacked_lstm_stock_1
000100.SZ,24.67866678237915,5.0960450887680055,10,2912,831,417,simple_stacked_lstm_stock_1
000156.SZ,4.210841631889343,3.0886353492736816,10,2422,691,347,simple_stacked_lstm_stock_1
000157.SZ,2.2058275640010834,9.970702886581421,10,3497,999,500,simple_stacked_lstm_stock_1
000166.SZ,4.352000451087951,2.449153709411621,10,1269,362,182,simple_stacked_lstm_stock_1
000301.SZ,56.13344116210938,25.33768539428711,10,3461,989,495,simple_stacked_lstm_stock_1
000333.SZ,12.053749990463256,4.746840691566467,10,1476,422,211,simple_stacked_lstm_stock_1
000338.SZ,4.505004930496216,6.553226804733276,10,2564,732,367,simple_stacked_lstm_stock_1
000400.SZ,106.8043758392334,54.71161365509033,10,3479,994,497,simple_stacked_lstm_stock_1
000402.SZ,61.98503379821777,5.682096946239471,10,3497,999,500,simple_stacked_lstm_stock_1
000408.SZ,40.35295457839966,21.53528184890747,10,3329,952,476,simple_stacked_lstm_stock_1
000413.SZ,15.697899198532104,8.00248692035675,10,3485,996,498,simple_stacked_lstm_stock_1
000415.SZ,56.39646949768066,10.800265836715699,10,3161,903,452,simple_stacked_lstm_stock_1
000423.SZ,8.792053508758546,4.12507438659668,10,3497,999,500,simple_stacked_lstm_stock_1
000425.SZ,4.2924827337265015,6.066258347034454,10,3497,999,500,simple_stacked_lstm_stock_1
000503.SZ,23.88701801300049,9.187983560562134,10,3448,985,493,simple_stacked_lstm_stock_1
000538.SZ,2.122179961204529,4.135306119918823,10,3497,999,500,simple_stacked_lstm_stock_1
000539.SZ,2.7077539920806886,3.438895273208618,10,3497,999,500,simple_stacked_lstm_stock_1
000540.SZ,32.20759677886963,3.4291985511779783,10,3291,940,471,simple_stacked_lstm_stock_1
000553.SZ,13.6205819606781,190.19901084899902,10,3364,961,481,simple_stacked_lstm_stock_1
000555.SZ,376.9080078125,237.27778854370118,10,3309,946,473,simple_stacked_lstm_stock_1
000559.SZ,29.9313063621521,7.181219577789307,10,3497,999,500,simple_stacked_lstm_stock_1
000581.SZ,60.65679531097412,27.375816535949706,10,3497,999,500,simple_stacked_lstm_stock_1
000596.SZ,8.971848440170287,59.27381057739258,10,3497,999,500,simple_stacked_lstm_stock_1
000598.SZ,3.310151767730713,3.4366652727127076,10,3497,999,500,simple_stacked_lstm_stock_1
000623.SZ,18.79107780456543,5.798257720470429,10,3497,999,500,simple_stacked_lstm_stock_1
000625.SZ,91.34449253082275,9.67343978881836,10,3497,999,500,simple_stacked_lstm_stock_1
000627.SZ,28.97849922180176,2.478498160839081,10,3497,999,500,simple_stacked_lstm_stock_1
000629.SZ,5.699269366264343,9.081757974624633,10,3246,928,464,simple_stacked_lstm_stock_1
