stock_code,Average MAPE of val data_set,Average MAPE of test data_set,Iteration_number,Training data_set size
000001.SZ,5.880072927474975,34.89278240203858,10
000002.SZ,5.748777675628662,5.883957147598267,10
000008.SZ,3.762171983718872,2.643898236751556,10
000009.SZ,27.185397338867187,5.465491867065429,10
000027.SZ,7.065710258483887,51.96052932739258,10
000039.SZ,4.118981599807739,63.740610885620114,10
000046.SZ,8.230258226394653,13.474143314361573,10
000060.SZ,3.874363088607788,2.4649441480636596,10
000061.SZ,3.2253437757492067,3.902395176887512,10
000069.SZ,49.29477500915527,25.749573230743408,10
000100.SZ,3.389886701107025,119.90186309814453,10
000156.SZ,3.4280005931854247,3.3325767040252687,10,1192
